,name,artists:name,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1671,Hunter,Galantis,spotify:track:3caMfJGFp53NAH2TuigdNj,183228,0.509,0.712,7,-5.747,1,0.111,0.186,0.0,0.102,0.653,99.831,4
1672,Pretty Girl - Cheat Codes X CADE Remix,"Maggie Lindemann, CADE, Cheat Codes",spotify:track:39IsH7B5byx8NRlEKlZVg9,193613,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,4
1673,Strip That Down,"Liam Payne, Quavo",spotify:track:6EpRaXYhGOB3fj4V2uDkMJ,204502,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,4
1674,Never Gonna Give You Up,Mac Beez,spotify:track:5fnDDcjcXKUvJ6iSnpiU0v,212910,0.765,0.751,9,-5.336,0,0.0286,0.333,0.64,0.08,0.862,105.953,4
1675,Hot2Touch,"Felix Jaehn, Hight, Alex Aiono",spotify:track:1sBhJGPUKrdRycgKxve70v,160825,0.755,0.719,1,-5.316,0,0.0421,0.000875,1.53e-05,0.326,0.813,121.986,4
1676,Mä tiiän et mä saan,Titta,spotify:track:09KKJ1PjcOL9qdZ3xv3CwW,228941,0.836,0.638,11,-6.603,1,0.256,0.298,0.000277,0.0799,0.904,114.893,4
1677,Never Let Me Go,"Alok, Bruno Martini, Zeeba",spotify:track:3tt3I9mPj6DmGN1UNkG9ri,183370,0.668,0.774,0,-5.377,1,0.038,0.383,5.82e-06,0.0863,0.493,123.992,4
1678,Raincoat (feat. Shy Martin),"Timeflies, shy martin",spotify:track:5xYVqJ7ppf4bTbbztvVOYx,217047,0.691,0.673,10,-5.513,1,0.082,0.193,0.0,0.264,0.516,151.116,4
1679,Obsession (feat. Jon Bellion),"Vice, Jon Bellion",spotify:track:542Xd5qDeLBvgXZXhfW7LE,221982,0.741,0.559,10,-7.775,1,0.03,0.00728,0.000971,0.21,0.466,101.999,4
1680,Pettävällä Jäällä - Vain Elämää Kausi 6,Nikke Ankara,spotify:track:2C7Yzl61H8BE3EbK2Qk1sM,209893,0.686,0.658,8,-5.235,0,0.0614,0.277,0.0,0.239,0.53,111.822,4
1681,I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",spotify:track:72Q0FQQo32KJloivv5xge2,288876,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,4
1682,Sit Mennää,Teflon Brothers,spotify:track:1QKbpfbXQP1NY4xy6wpxJA,225186,0.641,0.903,0,-3.601,1,0.0897,0.0118,0.0,0.341,0.895,139.979,4
1683,Rakkaus On Lumivalkoinen - Vain Elämää Kausi 6,Robin Packalen,spotify:track:6vsB8NUCBMLuuYmsYtZSra,180716,0.508,0.507,6,-6.955,0,0.0366,0.146,0.0,0.184,0.447,84.959,4
1684,First Time,"Kygo, Ellie Goulding",spotify:track:2Gl0FzuLxflY6nPifJp5Dr,193511,0.633,0.592,0,-7.245,0,0.112,0.197,0.0,0.099,0.679,90.066,4
1685,Muitaki ihmisii,Vesala,spotify:track:1G0u9V4wCkgcPe2cZF4MOm,237715,0.493,0.784,0,-5.064,1,0.0548,0.0101,0.00215,0.599,0.464,196.072,4
1686,Jokainen kyynel,"Profeetat, Cheek, Elastinen",spotify:track:5XXd8LSfEqqhLJBUcX3O5R,214609,0.669,0.821,5,-5.929,0,0.0523,0.0911,0.0,0.138,0.403,102.026,4
1687,Tanssi se ulos (feat. Ellinoora),"Roope Salminen & Koirat, Ellinoora",spotify:track:1jFYy4KngiDNpG5yw6cOQA,189269,0.656,0.762,9,-5.009,1,0.0451,0.0972,0.0,0.184,0.609,99.978,4
1688,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),"Enrique Iglesias, Descemer Bueno, Zion & Lennox",spotify:track:7nKBxz47S9SD79N086fuhn,207680,0.688,0.822,0,-3.304,1,0.0537,0.0642,0.0,0.241,0.66,91.011,4
1689,Ei riidellä enää,Chisu,spotify:track:7cG61jhUsyHszhc4FUvU9r,207769,0.708,0.523,1,-6.692,0,0.0364,0.339,0.204,0.339,0.744,90.036,4
1690,Satamiljoonaa Kertaa,"Mäkki, Reino Nordin",spotify:track:49Eo0N8DP9mt3e6EiaqbxY,214374,0.822,0.739,5,-4.103,0,0.0484,0.0735,0.0,0.313,0.833,125.043,4
1691,California Dreaming (feat. Snoop Dogg & Paul Rey),"Arman Cekin, Paul Rey, Snoop Dogg",spotify:track:5DOP9l0x4NvCIsS1tOGrre,198525,0.737,0.743,0,-6.281,0,0.0818,0.533,1.1e-06,0.147,0.276,100.038,4
1692,Attention,Charlie Puth,spotify:track:4iLqG9SeJSnt0cSPICSjxv,211475,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,4
1693,Kesärenkaat - Vain Elämää Kausi 6,Nikke Ankara,spotify:track:4qecnRv3ssjtN2HFNhWSco,194005,0.665,0.793,7,-5.585,1,0.21,0.169,0.0,0.163,0.386,97.902,4
1694,15,Aleksanteri Hakaniemi,spotify:track:6GZYVZiVritpchaBSFLprd,199628,0.768,0.781,1,-5.874,1,0.0455,0.141,0.0,0.122,0.486,111.456,4
1695,Unforgettable,"French Montana, Swae Lee",spotify:track:1F2HXIJrE2Xn81OzT2zZvW,233832,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4
1696,OK,"Robin Schulz, James Blunt",spotify:track:3bWAqKDWg6u1davspr5IkS,189306,0.653,0.81,7,-6.032,0,0.0558,0.118,0.0,0.126,0.583,121.951,4
1697,Satuprinsessa (Vain elämää kausi 6),Samu Haber,spotify:track:1pUuZi31pjEIayPjqNJXT1,161412,0.386,0.33,9,-8.849,1,0.0411,0.279,0.0,0.0929,0.527,198.16,3
1698,Perjantai 13. (Vain elämää kausi 6),Samu Haber,spotify:track:6TBZwrqwOGOOeJwoI9ZBUL,164546,0.717,0.664,9,-5.767,0,0.207,0.0553,0.0,0.0759,0.709,82.076,4
1699,1-800-273-8255,"Logic, Alessia Cara, Khalid",spotify:track:5tz69p7tJuGPeMGwNTxYuV,250173,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,4
1700,SHE,Isac Elliot,spotify:track:5ssii6iDDZXsixgD9wgm8n,213333,0.778,0.557,6,-7.33,0,0.0943,0.0672,0.0,0.0898,0.51,117.03,3
1701,Mama,"Jonas Blue, William Singe",spotify:track:4xlrALxuaCf9yZBHJeTSG6,184133,0.741,0.79,11,-4.086,0,0.0469,0.113,0.0,0.0542,0.528,104.043,4
1702,Walk Away,"LVNDSCAPE, Kaptan",spotify:track:3HTDOoRoGvwpmMTIOOQehV,185612,0.677,0.778,6,-5.19,0,0.0291,0.265,0.0,0.247,0.343,97.97,4
1703,Sun Goes Down (feat. MAGIC! & Sonny Wilson),"David Guetta, Showtek, MAGIC!, Sonny Wilson",spotify:track:1JI77eVbrOtdHOsLK4G1Mq,211866,0.652,0.922,0,-3.267,1,0.068,0.01,0.0189,0.366,0.695,127.997,4
1704,With Me,Sum 41,spotify:track:3KSMrtSNtGRM84bb2aSNkX,291346,0.164,0.858,4,-4.069,1,0.0427,0.0121,0.0,0.175,0.115,175.346,3
1705,Best Day Of My Life - Gazzo Remix,American Authors,spotify:track:1eiXLANaZCSKIfDmwTorg5,197760,0.632,0.966,11,-1.562,0,0.0812,0.0121,0.000935,0.253,0.435,124.999,4
1706,Grillaa,Lidl Stingy,spotify:track:14zWZn0s81X2zhR9tyGiLk,128904,0.716,0.709,10,-4.828,0,0.064,0.00574,0.0,0.0979,0.669,128.145,4
1707,Hot N*gga,Bobby Shmurda,spotify:track:19gEmPjfqSZT0ulDRfjl0m,194561,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,4
1708,It's a Sin - 2001 Remaster,Pet Shop Boys,spotify:track:6vYK729O29XnvQqPWyLPfe,300293,0.538,0.864,0,-5.928,0,0.0451,0.243,0.00054,0.239,0.293,127.127,4
1709,Sjeiken 2015,"TIX, The Pøssy Project",spotify:track:6RqfD0pbD769SEd3NVBZlo,209044,0.47,0.867,3,-4.555,1,0.0739,0.0179,0.0,0.122,0.416,154.96,4
1710,Dear Mama,2Pac,spotify:track:6tDxrq4FxEL2q15y37tXT9,280000,0.773,0.54,6,-7.123,1,0.103,0.371,0.0,0.131,0.322,84.115,4
1711,More Than You Know,Axwell /\ Ingrosso,spotify:track:4q8PHoRsPUB52LFylX8Ulz,203000,0.645,0.741,5,-4.989,0,0.0339,0.0323,0.0,0.29,0.534,123.07,4
1712,Hanuri (feat. Boyat),"Antti Tuisku, Boyat",spotify:track:7CI9dousrqQ0uf4DSbaaEF,192835,0.712,0.7,9,-4.745,0,0.0534,0.0539,0.0,0.251,0.595,100.964,4
1713,OK,"Robin Schulz, James Blunt",spotify:track:5AE9iVHWiJLY5CUKmvXkKd,189306,0.653,0.81,7,-6.032,0,0.0558,0.118,0.0,0.126,0.583,121.951,4
1714,Kaaoksen keskellä,Irina,spotify:track:5t3FUWu8VARkm40aW1GiUp,227373,0.562,0.665,8,-7.288,0,0.0288,0.0606,0.000263,0.152,0.45,119.982,4
1715,Bad Girls,M.I.A.,spotify:track:770wVMsvL8BypfebEoAaBe,228760,0.632,0.874,1,-6.278,1,0.0892,0.0101,0.0,0.0949,0.385,143.358,4
1716,Vielä kerran (feat. Tommi Läntinen),"Yksi Totuus, Tommi Läntinen",spotify:track:5fMQc6FZhqvt0gtR7l7jiy,176789,0.707,0.827,1,-4.444,0,0.151,0.115,0.0,0.256,0.606,127.996,4
1717,Finest Girl (Bin Laden Song),The Lonely Island,spotify:track:6wB8y1fvAebLK2MEosBJrc,150586,0.743,0.776,5,-4.882,1,0.255,0.292,0.0,0.407,0.475,98.747,4
1718,Jack Sparrow,"The Lonely Island, Michael Bolton",spotify:track:7tfEESAh4OB1g6egSd9ia1,187746,0.518,0.721,8,-5.161,1,0.389,0.0249,2.46e-06,0.0576,0.383,193.862,4
1719,Everything Is AWESOME!!!,"Tegan and Sara, The Lonely Island",spotify:track:7ec2JcPaqHI0XqkmS1MIHD,163423,0.698,0.96,8,-3.595,1,0.142,0.011,1.41e-06,0.435,0.738,147.999,4
1720,Love Never Felt So Good,"Michael Jackson, Justin Timberlake",spotify:track:48td6xvpokdYwvbl3JIiXP,246026,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,4
1721,Paradinha,Anitta,spotify:track:05rJdH2MRLJ3sQoEUO78qs,141316,0.695,0.775,11,-5.041,0,0.0887,0.0117,0.191,0.0702,0.869,180.054,4
1722,Chantaje (feat. Maluma),"Shakira, Maluma",spotify:track:6mICuAdrwEjh6Y6lroV2Kg,195840,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,4
1723,Dare (La La La),Shakira,spotify:track:2TBWfzWL2h1HYSjvQOndyL,186506,0.792,0.73,11,-5.376,1,0.0698,0.0623,2.66e-05,0.089,0.616,128.029,4
1724,Can't Remember to Forget You,"Shakira, Rihanna",spotify:track:4Uc6BcPeBKfZUlX6jhumGv,206866,0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,4
1725,She Wolf,Shakira,spotify:track:4cS2HQ6jK80vqdY9ofpztx,188866,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,4
1726,"Whenever, Wherever",Shakira,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,196160,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,4
1727,Your Song,Rita Ora,spotify:track:4c2W3VKsOFoIg2SFaO6DY5,180757,0.855,0.624,1,-4.093,1,0.0488,0.158,0.0,0.0513,0.962,117.959,4
1728,Hasta La Vista,"Heikki Kuula, Mariska",spotify:track:1251zJyy2Po9qZB0Hig4q9,190884,0.879,0.925,7,-3.726,1,0.0823,0.0226,0.00145,0.0318,0.936,104.981,4
1729,Teenage Dream,Katy Perry,spotify:track:235LXPXfi0SmOaS9TaCh3c,227741,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,4
1730,Last Friday Night (T.G.I.F.),Katy Perry,spotify:track:3oHNJECGN3bBoGXejlw2b1,230733,0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,4
1731,Firework,Katy Perry,spotify:track:1mXuMM6zjPgjL4asbBsgnt,227893,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,4
1732,California Gurls,"Katy Perry, Snoop Dogg",spotify:track:3f7gYMirBEKuc57218BjOY,234653,0.788,0.753,0,-3.71,1,0.0536,0.0038,0.0,0.18,0.403,125.005,4
1733,E.T.,Katy Perry,spotify:track:50r1EUDpmSZRPo5aIZpmWi,206373,0.602,0.863,5,-5.423,0,0.0773,0.0178,0.0,0.389,0.732,150.183,4
1734,Muutoksii - feat. Asa,"Raappana, Asa",spotify:track:5HWP2qgx7NdGw8D6t39iik,229198,0.613,0.635,6,-7.5,0,0.26,0.394,4.79e-06,0.255,0.711,178.208,4
1735,Side To Side,"Ariana Grande, Nicki Minaj",spotify:track:1pKeFVVUOPjFsOABub0OaV,226160,0.65,0.736,6,-5.84,0,0.229,0.0528,0.0,0.235,0.613,159.173,4
1736,Booty,"Jennifer Lopez, Iggy Azalea",spotify:track:5pKBCp3tRnM0VmNW4QL08v,209699,0.72,0.951,0,-4.138,1,0.0525,0.00362,0.000275,0.226,0.388,128.969,4
1737,Loca (feat. El Cata),"Shakira, El Cata",spotify:track:42k1KeBehAd83lrGt1okiC,183693,0.8,0.692,9,-5.57,0,0.0614,0.342,1.92e-06,0.0554,0.917,112.002,4
1738,Dangerous (feat. Sam Martin),"David Guetta, Sam Martin",spotify:track:1rf3C6fWUJU2puq8Smqph9,203641,0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-06,0.107,0.43,92.161,4
1739,Paluu tulevaisuuteen,JVG,spotify:track:150jeu5D3FxAmv3f7tc9h9,200526,0.716,0.83,8,-4.51,1,0.0637,0.0439,0.0,0.347,0.707,127.963,4
1740,Get Down,"Tiësto, Tony Junior",spotify:track:3EHC0gnBrhF1HeSitN2wmD,211874,0.8,0.984,1,-4.021,1,0.0974,0.112,0.423,0.0312,0.345,128.052,4
1741,WIEE (feat. Mesto),"Martin Garrix, Mesto",spotify:track:0Y2QWrhPh6ATyaWYT0QLIR,203452,0.52,0.835,1,-7.775,1,0.0544,0.278,0.863,0.0711,0.373,127.955,4
1742,Cool Girl,Tove Lo,spotify:track:5dKyZWlgjWw1oJgLa4GCZD,199179,0.671,0.71,9,-6.997,0,0.109,0.335,4.76e-06,0.074,0.233,102.022,4
1743,Down,"Fifth Harmony, Gucci Mane",spotify:track:7LEydI5NfjY6mZfKwYIptZ,164985,0.53,0.512,8,-7.094,1,0.133,0.0162,7.04e-05,0.128,0.401,196.121,4
1744,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer, Travis Scott, Camila Cabello, Quavo",spotify:track:6UXoE1DEpHFwmPT1fGS7av,225849,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,4
1745,Don't Want You Back,"Bakermat, Kiesza",spotify:track:4lharVQjYNhByFR8dSHkMA,201240,0.767,0.862,6,-3.157,1,0.0799,0.448,0.0,0.0806,0.767,125.997,4
1746,What I've Done,Linkin Park,spotify:track:18lR4BzEs7e3qzc0KVkTpU,205613,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4
1747,First Love,Jennifer Lopez,spotify:track:3YjoDS0wDUuZ9Bks2eY94x,215786,0.62,0.69,11,-5.048,1,0.0374,0.0118,0.003,0.317,0.487,100.041,4
1748,I'm Into You,"Jennifer Lopez, Lil Wayne",spotify:track:76sWab9iC3vvk21aln8G8t,200133,0.592,0.747,8,-4.439,0,0.138,0.0176,0.0,0.0752,0.698,83.929,4
1749,Hey Baby (Drop It to the Floor) (feat. T-Pain),"Pitbull, T-Pain",spotify:track:3rfhI32Il2hVRKDkuGeeen,234453,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,4
1750,Let It Roll,Flo Rida,spotify:track:0W0FFzJ1lhTxt0JLrsiULh,194453,0.701,0.915,4,-3.887,0,0.128,0.171,0.0,0.394,0.698,127.101,4
1751,Give Your Heart a Break,Demi Lovato,spotify:track:3gCDFNnyBoPP5rkBAn8EAR,205346,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,4
1752,Unbroken,Demi Lovato,spotify:track:2pJdxduxq02TgPL01Ezvmc,198626,0.559,0.722,7,-4.446,1,0.0527,0.0221,0.0,0.101,0.383,124.923,4
1753,Skyscraper,Demi Lovato,spotify:track:2FhWY5qi1omQgkjuIlEiiU,221293,0.573,0.581,7,-3.325,1,0.0276,0.148,0.0,0.128,0.188,103.82,4
1754,La La Land,Demi Lovato,spotify:track:1UZHmIEdcHdmWRstA3GKHj,196240,0.47,0.925,6,-2.264,0,0.0723,0.0149,0.0,0.0193,0.663,170.001,4
1755,Love Story,Taylor Swift,spotify:track:0Uc9PhfV2oP7mhXlLux6SM,234213,0.611,0.609,2,-7.486,1,0.0308,0.0767,1.14e-06,0.105,0.271,118.997,4
1756,Safe & Sound - from The Hunger Games Soundtrack,"Taylor Swift, The Civil Wars",spotify:track:4yTqjWF2EoFJM5BbSCe4YW,240066,0.472,0.3,7,-10.807,1,0.028,0.883,1.04e-05,0.0698,0.289,144.317,4
1757,You Belong With Me,Taylor Swift,spotify:track:2JTqsUGnGAZ6aGi9wKQgmS,231466,0.699,0.777,6,-3.685,1,0.0309,0.139,1.26e-06,0.116,0.428,129.978,4
1758,Love Story - US Album Version,Taylor Swift,spotify:track:4ikR3lDFcZ0hNKyVONfi4N,235280,0.618,0.736,2,-3.937,1,0.0308,0.157,0.0,0.073,0.307,118.982,4
1759,You Belong With Me,Taylor Swift,spotify:track:6mqdunuFFSODHKcpDTFvAj,230506,0.688,0.775,6,-4.436,1,0.0381,0.151,1.98e-05,0.104,0.469,129.969,4
1760,Crazier,Taylor Swift,spotify:track:3Gfx0rvzSpxUwpaOwLSnPV,192853,0.453,0.541,4,-5.445,1,0.0272,0.0548,8.4e-06,0.106,0.18,133.044,3
1761,Blank Space,Taylor Swift,spotify:track:580t2NTEMOuCHV1sN3uhyD,231826,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64e-06,0.13,0.583,96.009,4
1762,Bad Blood,Taylor Swift,spotify:track:4wf0ZHAJqLLoiFYR9IRwco,211933,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,4
1763,Shake It Off,Taylor Swift,spotify:track:34ONrmvZfttfTZR5NXrC6e,219200,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,4
1764,22,Taylor Swift,spotify:track:5ybJm6GczjQOgTqmJ0BomP,232120,0.662,0.736,7,-6.511,1,0.0374,0.00274,0.000844,0.0464,0.674,104.003,4
1765,Red,Taylor Swift,spotify:track:12pbmOrWJNjU0TAFZEw2G7,223093,0.609,0.89,1,-4.258,0,0.0443,0.076,8.61e-05,0.0921,0.603,124.971,4
1766,I’ll Never Let You Know,Basic Element,spotify:track:3J7vorAOzonmhR1c5YaxFh,230040,0.605,0.937,1,-5.061,0,0.036,0.00086,8.71e-06,0.127,0.889,128.967,4
1767,Witness,Katy Perry,spotify:track:7iz4bsfPOrK9wzhXkgUfya,250511,0.614,0.602,6,-8.759,0,0.0522,0.033,0.000146,0.116,0.15,119.95,4
1768,Hey Hey Hey,Katy Perry,spotify:track:7nY0TjOsD1BZehkZgLiOxO,214955,0.657,0.71,9,-5.591,1,0.103,0.051,0.0,0.0511,0.427,134.073,4
1769,Swish Swish,"Katy Perry, Nicki Minaj",spotify:track:2kVHAQKVtczchKctctzbtK,242510,0.836,0.716,5,-5.211,0,0.0549,0.0196,1.83e-05,0.101,0.534,119.938,4
1770,Everyday,"Ariana Grande, Future",spotify:track:3FiE2d325mIOc4YjkSLVJR,194840,0.635,0.738,7,-4.424,0,0.0519,0.0192,0.0,0.15,0.428,130.971,4
1771,Rolling in the Deep,Adele,spotify:track:1CkvWZme3pRgbzaxZnTl5X,228293,0.729,0.756,8,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,104.945,4
1772,E.T.,Katy Perry,spotify:track:4S1qeuIO9X6oOW38r3O0R3,206373,0.602,0.863,5,-5.423,0,0.0773,0.0178,0.0,0.389,0.732,150.183,4
1773,Forget You,CeeLo Green,spotify:track:7AqISujIaWcY3h5zrOqt5v,222733,0.696,0.875,0,-3.682,1,0.0649,0.134,0.0,0.159,0.772,127.39,4
1774,Moves Like Jagger - Studio Recording From The Voice Performance,"Maroon 5, Christina Aguilera",spotify:track:50jy5FwPSIUp8olK1KuaVS,201600,0.72,0.77,9,-4.431,1,0.0498,0.0147,0.0,0.338,0.676,128.016,4
1775,Just Can’t Get Enough,Black Eyed Peas,spotify:track:1nPPh0CiKqVvYl4Mx1aZ21,219440,0.483,0.628,0,-8.642,0,0.256,0.165,0.0,0.0903,0.218,94.056,4
1776,Raise Your Glass,P!nk,spotify:track:4zzL7ATa95g88MwzuQ1v8G,203400,0.697,0.723,7,-4.932,1,0.0796,0.00507,0.0,0.0284,0.648,122.014,4
1777,F**kin' Perfect,P!nk,spotify:track:1H9AbpMAShkCVuaPAR6CHf,213586,0.559,0.656,7,-4.988,1,0.0335,0.0213,0.0,0.353,0.499,91.957,4
1778,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"Chris Brown, Lil Wayne, Busta Rhymes",spotify:track:0yjf2c8T4Nvbkw6GwamHPS,222586,0.755,0.674,11,-6.117,0,0.207,0.0418,2.49e-05,0.191,0.521,145.846,4
1779,Down On Me,"Jeremih, 50 Cent",spotify:track:5ZxCk43qwHrzVUahCyRLEm,228453,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,4
1780,Someone Like You,Adele,spotify:track:4etypRtRn8IgsxZu6BhRS6,283960,0.552,0.33,9,-8.255,1,0.0283,0.89,0.0,0.105,0.28,135.223,4
1781,Good Life,OneRepublic,spotify:track:7oOfd5BP16mS0Vrh1PdRHt,253306,0.636,0.694,6,-7.796,1,0.051,0.0785,0.0,0.121,0.687,94.989,4
1782,The Edge Of Glory,Lady Gaga,spotify:track:6uxYfENm7zw050dNUi031W,320546,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,4
1783,The Show Goes On,Lupe Fiasco,spotify:track:4NTWZqvfQTlOMitlVn6tew,239613,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,4
1784,Tonight Tonight,Hot Chelle Rae,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,200466,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,4
1785,The Time (Dirty Bit),Black Eyed Peas,spotify:track:3hsBI1UxLFrIfYgfl56Nih,307640,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,4
1786,6 Foot 7 Foot - Edited Version,"Lil Wayne, Cory Gunz",spotify:track:7gdGdDgpCDy2kACTqvXbYa,248586,0.454,0.746,2,-5.499,1,0.274,0.000821,0.0,0.311,0.591,83.509,4
1787,No Hands (feat. Roscoe Dash and Wale),"Waka Flocka Flame, Roscoe Dash, Wale",spotify:track:70Wb2xKOAOte8iNkBpezQs,263466,0.668,0.651,1,-5.407,1,0.0345,0.00419,0.0,0.314,0.342,131.507,4
1788,Jar of Hearts,Christina Perri,spotify:track:2p3ygTLthnqH1XmE8b7mtS,246587,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,4
1789,Bottoms Up (feat. Nicki Minaj),"Trey Songz, Nicki Minaj",spotify:track:2IpGdrWvIZipmaxo1YRxw5,242013,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,4
1790,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,spotify:track:76D83dghHeE2NFedPFD4tf,448573,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,4
1791,Back To Black,Amy Winehouse,spotify:track:1YkV2y6QU4zya9sonV0m8R,240440,0.289,0.731,10,-3.454,1,0.0373,0.142,1.82e-05,0.0662,0.321,60.696,4
1792,Don't Matter,Akon,spotify:track:7I6DceMT3utDOHjcYCbrr4,293053,0.798,0.443,2,-6.062,1,0.0403,0.244,0.0,0.326,0.354,125.232,4
1793,Shut Up And Drive,Rihanna,spotify:track:4Tn2llBm1g0UlWctmgPL8Z,212280,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,4
1794,I Got It From My Mama,will.i.am,spotify:track:6jWEPpvM9BDr73wFOmdXtb,241520,0.888,0.777,6,-6.262,1,0.0505,0.0961,3.14e-05,0.0514,0.876,118.998,4
1795,Glamorous,"Fergie, Ludacris",spotify:track:4KTtYhxFtFL7mBwnjkKfLm,246573,0.81,0.755,0,-6.408,1,0.199,0.291,0.0,0.0857,0.625,130.991,4
1796,Heartlines,Florence + The Machine,spotify:track:4PSP0pZt5E6GiMK5Co47Dj,301587,0.423,0.734,9,-4.329,0,0.0396,0.0577,0.0,0.0274,0.226,109.952,4
1797,Born To Die,Lana Del Rey,spotify:track:2aSVmht4IWGNQTIegu82Dv,285400,0.428,0.626,4,-6.639,0,0.0339,0.222,8.22e-05,0.277,0.379,86.02,4
1798,Lust for Life (with The Weeknd),"Lana Del Rey, The Weeknd",spotify:track:5LYQSNHZxEA880URXFHg6h,264011,0.499,0.676,0,-8.618,0,0.0582,0.588,0.00484,0.358,0.295,99.979,4
1799,Pon de Replay,Rihanna,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,246960,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,4
1800,It's Time,Imagine Dragons,spotify:track:40xtweuHBkLXNMO3xCK5AZ,238466,0.66,0.89,2,-4.769,1,0.0389,0.0214,0.0,0.103,0.827,105.003,4
1801,5 fine frøkner,Gabrielle,spotify:track:2tFgv3sLFNc088KLtjxzVa,216346,0.778,0.752,5,-5.665,0,0.0449,0.143,1.21e-05,0.0917,0.388,120.015,4
1802,Bad (feat. Vassy) - Radio Edit,"David Guetta, Showtek, VASSY",spotify:track:6PtXobrqImYfnpIxNsJApa,170625,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,4
1803,Berghain 2016,Mikkel Øwre,spotify:track:40DoAW5uF4ZLV1VlTrEFYJ,195000,0.851,0.706,0,-6.571,1,0.0808,0.0444,0.00708,0.174,0.536,128.049,4
1804,I Wanna Fuck You,"Snoop Dogg, Akon",spotify:track:4nWn9o7NTpuqzHQ5hyae8U,178840,0.861,0.479,7,-8.433,1,0.0515,0.0452,0.0,0.351,0.278,99.969,4
1805,Forever Young,Alphaville,spotify:track:4S1VYqwfkLit9mKVY3MXoo,226706,0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822,4
1806,Borders,M.I.A.,spotify:track:2B6xGUMOvdbQZVp8QaSyXr,251800,0.578,0.848,1,-5.092,1,0.0882,0.00609,0.00436,0.106,0.335,178.139,4
1807,Riippumatto,Mikael Gabriel,spotify:track:5OFJyq8UpmRbU6fE3inXfg,219845,0.772,0.705,9,-5.096,1,0.0414,0.0916,0.0,0.327,0.521,116.048,4
